simp_word,trad_word,freq,pinyin
刺梧犹绿槿花然,刺梧猶綠槿花然,1,ci wu you lv jin hua ran
今纵君家而不奉公则法削,今縱君家而不奉公則法削,1,jin zong jun jia er bu feng gong ze fa xue
不须惆怅怨芳时,不須惆悵怨芳時,1,bu xu chou chang yuan fang shi
天与蹙罗装宝髻,天與蹙羅裝寶髻,1,tian yu cu luo zhuang bao ji
夜夜不得息,夜夜不得息,1,ye ye bu de xi
一千五百年间事,一千五百年間事,1,yi qian wu bai nian jian shi
与春老别更依依,與春老別更依依,1,yu chun lao bie geng yi yi
幽怀忽破散,幽懷忽破散,1,you huai hu po san
相逢立马语,相逢立馬語,1,xiang feng li ma yu
唯我多情独自来,唯我多情獨自來,1,wei wo duo qing du zi lai
草裹乌纱巾,草裹烏紗巾,1,cao guo wu sha jin
微躯此外更何求,微軀此外更何求,1,wei qu ci wai geng he qiu
已自感流年,已自感流年,1,yi zi gan liu nian
君子多乎哉,君子多乎哉,1,jun zi duo hu zai
大都好物不坚牢,大都好物不堅牢,1,da du hao wu bu jian lao
昔日横波目,昔日橫波目,1,xi ri heng bo mu
冷碧新秋水,冷碧新秋水,1,leng bi xin qiu shui
宗族称孝焉,宗族稱孝焉,1,zong zu cheng xiao yan
孤客最先闻,孤客最先聞,1,gu ke zui xian wen
不悲口无食,不悲口無食,1,bu bei kou wu shi
更无一字不清真,更無一字不清真,1,geng wu yi zi bu qing zhen
海外珠犀常入市,海外珠犀常入市,1,hai wai zhu xi chang ru shi
借问新安吏,借問新安吏,1,jie wen xin an li
欲祭疑君在,欲祭疑君在,1,yu ji yi jun zai
夜雨做成秋,夜雨做成秋,1,ye yu zuo cheng qiu
唯向深宫望明月,唯向深宮望明月,1,wei xiang shen gong wang ming yue
侬作博山炉,儂作博山爐,1,nong zuo bo shan lu
腰鼓百面如春雷,腰鼓百面如春雷,1,yao gu bai mian ru chun lei
尧之为君也,堯之爲君也,1,yao zhi wei jun ye
不知将军宽之至此也,不知將軍寬之至此也,1,bu zhi jiang jun kuan zhi zhi ci ye
羁危万里身,羈危萬里身,1,ji wei wan li shen
君子有其道者,君子有其道者,1,jun zi you qi dao zhe
疏粝亦足饱我饥,疏糲亦足飽我飢,1,shu li yi zu bao wo ji
万物之本也,萬物之本也,1,wan wu zhi ben ye
万颗匀圆讶许同,萬顆勻圓訝許同,1,wan ke yun yuan ya xu tong
鸟见之高飞,鳥見之高飛,1,niao jian zhi gao fei
将鬟镜上掷金蝉,將鬟鏡上擲金蟬,1,jiang huan jing shang zhi jin chan
举假以供养,舉假以供養,1,ju jia yi gong yang
明日黄花蝶也愁,明日黃花蝶也愁,1,ming ri huang hua die ye chou
忘适之适也,忘適之適也,1,wang shi zhi shi ye
夜闻归雁生乡思,夜聞歸雁生鄉思,1,ye wen gui yan sheng xiang si
国朝盛文章,國朝盛文章,1,guo chao sheng wen zhang
书何氏宅壁,書何氏宅壁,1,shu he shi zhai bi
何处青山是越中,何處青山是越中,1,he chu qing shan shi yue zhong
开元之中常引见,開元之中常引見,1,kai yuan zhi zhong chang yin jian
戒酒杯使勿近,戒酒杯使勿近,1,jie jiu bei shi wu jin
我欲乘风去,我欲乘風去,1,wo yu cheng feng qu
大略驾群才,大略駕羣才,1,da lve jia qun cai
下笑世上士,下笑世上士,1,xia xiao shi shang shi
万人空巷斗新妆,萬人空巷鬥新妝,1,wan ren kong xiang dou xin zhuang
濯锦江边未满园,濯錦江邊未滿園,1,zhuo jin jiang bian wei man yuan
铠甲生虮虱,鎧甲生蟣蝨,1,kai jia sheng ji shi
国强则赵固,國強則趙固,1,guo qiang ze zhao gu
小怜玉体横陈夜,小憐玉體橫陳夜,1,xiao lian yu ti heng chen ye
斯谓之仁已乎,斯謂之仁已乎,1,si wei zhi ren yi hu
夫人之相与,夫人之相與,1,fu ren zhi xiang yu
算几番照我,算幾番照我,1,suan ji fan zhao wo
孤城隐雾深,孤城隱霧深,1,gu cheng yin wu shen
非昔之隐机者也,非昔之隱機者也,1,fei xi zhi yin ji zhe ye
付君万指伐顽石,付君萬指伐頑石,1,fu jun wan zhi fa wan shi
摘得菊花携得酒,摘得菊花攜得酒,1,zhai de ju hua xie de jiu
治具烦方平,治具煩方平,1,zhi ju fan fang ping
于是张良至军门见樊哙,於是張良至軍門見樊噲,1,yu shi zhang liang zhi jun men jian fan kuai
白帝高为三峡镇,白帝高爲三峽鎮,1,bai di gao wei san xia zhen
桃李满山总粗俗,桃李滿山總粗俗,1,tao li man shan zong cu su
秦岭愁回马,秦嶺愁回馬,1,qin ling chou hui ma
宛丘学舍小如舟,宛丘學舍小如舟,1,wan qiu xue she xiao ru zhou
淹回水而疑滞,淹回水而疑滯,1,yan hui shui er yi zhi
秋荷一滴露,秋荷一滴露,1,qiu he yi di lu
意欲凌风翔,意欲凌風翔,1,yi yu ling feng xiang
茅檐相对坐终日,茅檐相對坐終日,1,mao yan xiang dui zuo zhong ri
至今劳圣主,至今勞聖主,1,zhi jin lao sheng zhu
饥餐天上雪,飢餐天上雪,1,ji can tian shang xue
未成沈醉意先融,未成沈醉意先融,1,wei cheng shen zui yi xian rong
回头问双石,回頭問雙石,1,hui tou wen shuang shi
长向别离中,長向別離中,1,zhang xiang bie li zhong
为之犹贤乎已,爲之猶賢乎已,1,wei zhi you xian hu yi
免似漂流木偶人,免似漂流木偶人,1,mian shi piao liu mu ou ren
聊寄法王家,聊寄法王家,1,liao ji fa wang jia
金骨既不毁,金骨既不毀,1,jin gu ji bu hui
叹春来只有,嘆春來只有,1,tan chun lai zhi you
汝不知夫螳螂乎,汝不知夫螳螂乎,1,ru bu zhi fu tang lang hu
不脱蓑衣卧月明,不脫蓑衣臥月明,1,bu tuo suo yi wo yue ming
流连戏蝶时时舞,流連戲蝶時時舞,1,liu lian xi die shi shi wu
守节情不移,守節情不移,1,shou jie qing bu yi
君子平其政,君子平其政,1,jun zi ping qi zheng
东皋薄暮望,東皋薄暮望,1,dong gao bo mu wang
气变而有形,氣變而有形,1,qi bian er you xing
再续汉阳游,再續漢陽遊,1,zai xu han yang you
唯有此花开,唯有此花開,1,wei you ci hua kai
落日对春华,落日對春華,1,luo ri dui chun hua
宣州石砚墨色光,宣州石硯墨色光,1,xuan zhou shi yan mo se guang
腰细不胜舞,腰細不勝舞,1,yao xi bu sheng wu
莫辞更坐弹一曲,莫辭更坐彈一曲,1,mo ci geng zuo dan yi qu
淡薄似能知我意,淡薄似能知我意,1,dan bo shi neng zhi wo yi
回头问妻子,回頭問妻子,1,hui tou wen qi zi
酒醒却咨嗟,酒醒卻諮嗟,1,jiu xing que zi jie
玉肤如醉向春风,玉膚如醉向春風,1,yu fu ru zui xiang chun feng
迷藏有旧楼,迷藏有舊樓,1,mi cang you jiu lou
重是古帝魂,重是古帝魂,1,zhong shi gu di hun
夜深人未眠,夜深人未眠,1,ye shen ren wei mian
一家二十口,一家二十口,1,yi jia er shi kou
乍绛蕊海榴,乍絳蕊海榴,1,zha jiang rui hai liu
擢秀繁霜中,擢秀繁霜中,1,zhuo xiu fan shuang zhong
今之愚也诈而已矣,今之愚也詐而已矣,1,jin zhi yu ye zha er yi yi
遂使貔虎士,遂使貔虎士,1,sui shi pi hu shi
夏日溧水无想山作,夏日溧水無想山作,1,xia ri li shui wu xiang shan zuo
无以终余年,無以終餘年,1,wu yi zhong yu nian
阳崖射朝日,陽崖射朝日,1,yang ya she zhao ri
腰暖日阳中,腰暖日陽中,1,yao nuan ri yang zhong
秋日别王长史,秋日別王長史,1,qiu ri bie wang zhang shi
居人思客客思家,居人思客客思家,1,ju ren si ke ke si jia
抚背复谁怜,撫背復誰憐,1,fu bei fu shui lian
此妇无礼节,此婦無禮節,1,ci fu wu li jie
饿走半九州,餓走半九州,1,e zou ban jiu zhou
彩线结茸背复叠,綵線結茸背復疊,1,cai xian jie rong bei fu die
田氏仓卒骨肉分,田氏倉卒骨肉分,1,tian shi cang cu gu rou fen
忽闻歌古调,忽聞歌古調,1,hu wen ge gu diao
和梦也新来不做,和夢也新來不做,1,he meng ye xin lai bu zuo
洞庭一夜无穷雁,洞庭一夜無窮雁,1,dong ting yi ye wu qiong yan
东风摇百草,東風搖百草,1,dong feng yao bai cao
猿声梦里长,猿聲夢裏長,1,yuan sheng meng li zhang
如有博施于民,如有博施於民,1,ru you bo shi yu min
而又何羡乎,而又何羨乎,1,er you he xian hu
满庭芳草积,滿庭芳草積,1,man ting fang cao ji
心事一杯中,心事一杯中,1,xin shi yi bei zhong
临江照影自恼公,臨江照影自惱公,1,lin jiang zhao ying zi nao gong
俄顷风定云墨色,俄頃風定雲墨色,1,e qing feng ding yun mo se
未尝见全牛也,未嘗見全牛也,1,wei chang jian quan niu ye
菱透浮萍绿锦池,菱透浮萍綠錦池,1,ling tou fu ping lv jin chi
君子不忧不惧,君子不憂不懼,1,jun zi bu you bu ju
却为无才得少安,卻爲無才得少安,1,que wei wu cai de shao an
此沛公左司马曹无伤言之,此沛公左司馬曹無傷言之,1,ci pei gong zuo si ma cao wu shang yan zhi
商胡离别下扬州,商胡離別下揚州,1,shang hu li bie xia yang zhou
而世之奇伟,而世之奇偉,1,er shi zhi qi wei
挥策还孤舟,揮策還孤舟,1,hui ce hai gu zhou
突兀球场锦绣峰,突兀球場錦繡峯,1,tu wu qiu chang jin xiu feng
晓凉暮凉树如盖,曉涼暮涼樹如蓋,1,xiao liang mu liang shu ru gai
酒醒只在花前坐,酒醒只在花前坐,1,jiu xing zhi zai hua qian zuo
散员足庇身,散員足庇身,1,san yuan zu bi shen
熊儿幸无恙,熊兒幸無恙,1,xiong er xing wu yang
欲少留此灵琐兮,欲少留此靈瑣兮,1,yu shao liu ci ling suo xi
海气湿蛰熏腥臊,海氣溼蟄燻腥臊,1,hai qi shi zhe xun xing sao
抱明月而长终,抱明月而長終,1,bao ming yue er zhang zhong
人生岂得长无谓,人生豈得長無謂,1,ren sheng qi de zhang wu wei
七月中气后,七月中氣後,1,qi yue zhong qi hou
若其义则不可须臾舍也,若其義則不可須臾舍也,1,ruo qi yi ze bu ke xu yu she ye
岸旁桃李为谁春,岸旁桃李爲誰春,1,an pang tao li wei shui chun
华采衣兮若英,華采衣兮若英,1,hua cai yi xi ruo ying
人生如此自可乐,人生如此自可樂,1,ren sheng ru ci zi ke le
羊公碑字在,羊公碑字在,1,yang gong bei zi zai
清思汉水上,清思漢水上,1,qing si han shui shang
弦平音自足,弦平音自足,1,xian ping yin zi zu
江阳酒有余,江陽酒有餘,1,jiang yang jiu you yu
机关用尽不如君,機關用盡不如君,1,ji guan yong jin bu ru jun
如之何其废之,如之何其廢之,1,ru zhi he qi fei zhi
石矶西畔问渔船,石磯西畔問漁船,1,shi ji xi pan wen yu chuan
洞庭连天九疑高,洞庭連天九疑高,1,dong ting lian tian jiu yi gao
故人送我东来时,故人送我東來時,1,gu ren song wo dong lai shi
所悲忠与义,所悲忠與義,1,suo bei zhong yu yi
千年田换八百主,千年田換八百主,1,qian nian tian huan ba bai zhu
岭南万户皆春色,嶺南萬戶皆春色,1,ling nan wan hu jie chun se
酒后竞风采,酒後競風采,1,jiu hou jing feng cai
列于五藏哉,列於五藏哉,1,lie yu wu cang zai
沧浪水深青溟阔,滄浪水深青溟闊,1,cang lang shui shen qing ming kuo
名为锢身锁,名爲錮身鎖,1,ming wei gu shen suo
孤月此心明,孤月此心明,1,gu yue ci xin ming
似不能言者,似不能言者,1,shi bu neng yan zhe
当时应逐南风落,當時應逐南風落,1,dang shi ying zhu nan feng luo
四十五十无夫家,四十五十無夫家,1,si shi wu shi wu fu jia
适人之适而不自适其适者也,適人之適而不自適其適者也,1,shi ren zhi shi er bu zi shi qi shi zhe ye
乐饮过三爵,樂飲過三爵,1,le yin guo san jue
别思天边梦落花,別思天邊夢落花,1,bie si tian bian meng luo hua
主人引客登大堤,主人引客登大堤,1,zhu ren yin ke deng da di
客居合肥南城赤阑桥之西,客居合肥南城赤闌橋之西,1,ke ju he fei nan cheng chi lan qiao zhi xi
却放黄鹤江南归,卻放黃鶴江南歸,1,que fang huang he jiang nan gui
坏壁无由见旧题,壞壁無由見舊題,1,huai bi wu you jian jiu ti
嘉南州之炎德兮,嘉南州之炎德兮,1,jia nan zhou zhi yan de xi
吾见其进也,吾見其進也,1,wu jian qi jin ye
天德之象也,天德之象也,1,tian de zhi xiang ye
绿杨树下养精神,綠楊樹下養精神,1,lv yang shu xia yang jing shen
忽忆绣衣人,忽憶繡衣人,1,hu yi xiu yi ren
寡人非能好先王之乐也,寡人非能好先王之樂也,1,gua ren fei neng hao xian wang zhi le ye
得鱼而忘荃,得魚而忘荃,1,de yu er wang quan
四郊未宁静,四郊未寧靜,1,si jiao wei ning jing
秦声一曲此时闻,秦聲一曲此時聞,1,qin sheng yi qu ci shi wen
试戴银旛判醉倒,試戴銀旛判醉倒,1,shi dai yin fan pan zui dao
控弦尽用阴山儿,控弦盡用陰山兒,1,kong xian jin yong yin shan er
水府生禾麦,水府生禾麥,1,shui fu sheng he mai
泉流下珠琲,泉流下珠琲,1,quan liu xia zhu bei
我来圯桥上,我來圯橋上,1,wo lai yi qiao shang
王孙空恁肠断,王孫空恁腸斷,1,wang sun kong nen chang duan
吾是以务全之也,吾是以務全之也,1,wu shi yi wu quan zhi ye
一朝入吾手,一朝入吾手,1,yi zhao ru wu shou
似烧非因火,似燒非因火,1,shi shao fei yin huo
弃捐勿复道,棄捐勿複道,1,qi juan wu fu dao
江静潮初落,江靜潮初落,1,jiang jing chao chu luo
王颁兵势急,王頒兵勢急,1,wang ban bing shi ji
夏康娱以自纵,夏康娛以自縱,1,xia kang yu yi zi zong
坐来真个好相宜,坐來真個好相宜,1,zuo lai zhen ge hao xiang yi
飞鸟没何处,飛鳥沒何處,1,fei niao mei he chu
臣为韩王送沛公,臣爲韓王送沛公,1,chen wei han wang song pei gong
闻大王有意督过之,聞大王有意督過之,1,wen dai wang you yi du guo zhi
扁舟意不忘,扁舟意不忘,1,pian zhou yi bu wang
沙上行人却回首,沙上行人卻回首,1,sha shang xing ren que hui shou
皇天无私阿兮,皇天無私阿兮,1,huang tian wu si a xi
柳色如烟絮如雪,柳色如煙絮如雪,1,liu se ru yan xu ru xue
风前欲劝春光住,風前欲勸春光住,1,feng qian yu quan chun guang zhu
孤光一点萤,孤光一點螢,1,gu guang yi dian ying
欲回天地入扁舟,欲迴天地入扁舟,1,yu hui tian di ru pian zhou
邺县见公孙大娘舞西河剑器,鄴縣見公孫大娘舞西河劍器,1,ye xian jian gong sun da niang wu xi he jian qi
枫叶落纷纷,楓葉落紛紛,1,feng ye luo fen fen
君今在罗网,君今在羅網,1,jun jin zai luo wang
可怜飞燕倚新妆,可憐飛燕倚新妝,1,ke lian fei yan yi xin zhuang
沾余襟之浪浪,沾餘襟之浪浪,1,zhan yu jin zhi lang lang
因宾客至蔺相如门谢罪,因賓客至藺相如門謝罪,1,yin bin ke zhi lin xiang ru men xie zui
思君君不来,思君君不來,1,si jun jun bu lai
天之将丧斯文也,天之將喪斯文也,1,tian zhi jiang sang si wen ye
奴为出来难,奴爲出來難,1,nu wei chu lai nan
则凡可以得生者,則凡可以得生者,1,ze fan ke yi de sheng zhe
而编之以发,而編之以發,1,er bian zhi yi fa
人生感意气,人生感意氣,1,ren sheng gan yi qi
夜郎万里道,夜郎萬里道,1,ye lang wan li dao
人相忘乎道术,人相忘乎道術,1,ren xiang wang hu dao shu
洲渚晓寒凝,洲渚曉寒凝,1,zhou zhu xiao han ning
忽魂悸以魄动,忽魂悸以魄動,1,hu hun ji yi po dong
今君与廉颇同列,今君與廉頗同列,1,jin jun yu lian po tong lie
桃叶一枝开,桃葉一枝開,1,tao ye yi zhi kai
自庇一身青箬笠,自庇一身青箬笠,1,zi bi yi shen qing ruo li
圣代即今多雨露,聖代即今多雨露,1,sheng dai ji jin duo yu lu
又鼓盆而歌,又鼓盆而歌,1,you gu pen er ge
物心不可知,物心不可知,1,wu xin bu ke zhi
吴盐如花皎白雪,吳鹽如花皎白雪,1,wu yan ru hua jiao bai xue
到此令人诗思迷,到此令人詩思迷,1,dao ci ling ren shi si mi
明珠青玉不足报,明珠青玉不足報,1,ming zhu qing yu bu zu bao
有时明月无人夜,有時明月無人夜,1,you shi ming yue wu ren ye
诸侯加兵是无赵也,諸侯加兵是無趙也,1,zhu hou jia bing shi wu zhao ye
虽疏食菜羹瓜祭,雖疏食菜羹瓜祭,1,sui shu shi cai geng gua ji
累上留云借月章,累上留雲借月章,1,lei shang liu yun jie yue zhang
安得而至焉,安得而至焉,1,an de er zhi yan
儿童尽东征,兒童盡東征,1,er tong jin dong zheng
怀王与诸将约曰,懷王與諸將約曰,1,huai wang yu zhu jiang yue yue
王氏井依然,王氏井依然,1,wang shi jing yi ran
南窗北牖挂明光,南窗北牖掛明光,1,nan chuang bei you gua ming guang
残花落尽见流莺,殘花落盡見流鶯,1,can hua luo jin jian liu ying
天人几何同一沤,天人幾何同一漚,1,tian ren ji he tong yi ou
多为将相官,多爲將相官,1,duo wei jiang xiang guan
众鸟欣有托,衆鳥欣有託,1,zhong niao xin you tuo
我离虽则岁物改,我離雖則歲物改,1,wo li sui ze sui wu gai
眄庭柯以怡颜,眄庭柯以怡顏,1,mian ting ke yi yi yan
韩冬郎即席为诗相送,韓冬郎即席爲詩相送,1,han dong lang ji xi wei shi xiang song
谁似浮云知进退,誰似浮雲知進退,1,shui shi fu yun zhi jin tui
好日起樯竿,好日起檣竿,1,hao ri qi qiang gan
予岂好辩哉,予豈好辯哉,1,yu qi hao bian zai
尔焉能浼我哉,爾焉能浼我哉,1,er yan neng mei wo zai
一枕小窗浓睡,一枕小窗濃睡,1,yi zhen xiao chuang nong shui
犹胜嫁黔娄,猶勝嫁黔婁,1,you sheng jia qian lou
林园手种唯吾事,林園手種唯吾事,1,lin yuan shou zhong wei wu shi
斧冰持作糜,斧冰持作糜,1,fu bing chi zuo mi
偏惊物候新,偏驚物候新,1,pian jing wu hou xin
每一得静境,每一得靜境,1,mei yi de jing jing
夕阳西下几时回,夕陽西下幾時回,1,xi yang xi xia ji shi hui
是故弟子不必不如师,是故弟子不必不如師,1,shi gu di zi bu bi bu ru shi
暮栖白鹭洲,暮棲白鷺洲,1,mu qi bai lu zhou
何况南楼与北斋,何況南樓與北齋,1,he kuang nan lou yu bei zhai
晓驾炭车辗冰辙,曉駕炭車輾冰轍,1,xiao jia tan che nian bing zhe
贱妾茕茕守空房,賤妾煢煢守空房,1,jian qie qiong qiong shou kong fang
身经百战曾百胜,身經百戰曾百勝,1,shen jing bai zhan ceng bai sheng
膳夫善治荐华堂,膳夫善治薦華堂,1,shan fu shan zhi jian hua tang
日暮归来洗靴袜,日暮歸來洗靴襪,1,ri mu gui lai xi xue wa
拔剑撞而破之,拔劍撞而破之,1,ba jian zhuang er po zhi
春气晚更生,春氣晚更生,1,chun qi wan geng sheng
志士不忘在沟壑,志士不忘在溝壑,1,zhi shi bu wang zai gou he
与万化冥合,與萬化冥合,1,yu wan hua ming he
柴门鸟雀噪,柴門鳥雀噪,1,chai men niao que zao
明年尚作南宾守,明年尚作南賓守,1,ming nian shang zuo nan bin shou
惨淡看铭旌,慘淡看銘旌,1,can dan kan ming jing
一朝得成功,一朝得成功,1,yi zhao de cheng gong
还望青山郭,還望青山郭,1,hai wang qing shan guo
是夕始觉有迁谪意,是夕始覺有遷謫意,1,shi xi shi jue you qian zhe yi
楼角玉钩生,樓角玉鉤生,1,lou jiao yu gou sheng
张良是时从沛公,張良是時從沛公,1,zhang liang shi shi cong pei gong
自伤早孤茕,自傷早孤煢,1,zi shang zao gu qiong
三春已暮花从风,三春已暮花從風,1,san chun yi mu hua cong feng
谁与共平生,誰與共平生,1,shui yu gong ping sheng
已闻清比圣,已聞清比聖,1,yi wen qing bi sheng
蓝田丘壑漫寒藤,藍田丘壑漫寒藤,1,lan tian qiu he man han teng
大雅难具陈,大雅難具陳,1,da ya nan ju chen
君知妾有夫,君知妾有夫,1,jun zhi qie you fu
汾水绕关斜,汾水繞關斜,1,fen shui rao guan xie
合为一诏渐强大,合爲一詔漸強大,1,he wei yi zhao jian qiang da
浓香吹尽有谁知,濃香吹盡有誰知,1,nong xiang chui jin you shui zhi
银鞍白马度春风,銀鞍白馬度春風,1,yin an bai ma du chun feng
更多还肯失林峦,更多還肯失林巒,1,geng duo hai ken shi lin luan
三年谪宦此栖迟,三年謫宦此棲遲,1,san nian zhe huan ci qi chi
圣人既竭目力焉,聖人既竭目力焉,1,sheng ren ji jie mu li yan
大树日萧萧,大樹日蕭蕭,1,da shu ri xiao xiao
欢作沉水香,歡作沉水香,1,huan zuo chen shui xiang
良游常蹉跎,良遊常蹉跎,1,liang you chang cuo tuo
洛阳堰上新晴日,洛陽堰上新晴日,1,luo yang yan shang xin qing ri
徙倚望沧海,徙倚望滄海,1,xi yi wang cang hai
季氏第十六,季氏第十六,1,ji shi di shi liu
同时辈流多上道,同時輩流多上道,1,tong shi bei liu duo shang dao
白鸟故迟留,白鳥故遲留,1,bai niao gu chi liu
明年花开复谁在,明年花開復誰在,1,ming nian hua kai fu shui zai
莺嫌枝嫩不胜吟,鶯嫌枝嫩不勝吟,1,ying xian zhi nen bu sheng yin
余衰喜入春,餘衰喜入春,1,yu shuai xi ru chun
鼓怒不可当,鼓怒不可當,1,gu nu bu ke dang
宦游直送江入海,宦遊直送江入海,1,huan you zhi song jiang ru hai
菰蒲冒清浅,菰蒲冒清淺,1,gu pu mao qing qian
七龄思即壮,七齡思即壯,1,qi ling si ji zhuang
更一重烟水一重云,更一重煙水一重雲,1,geng yi zhong yan shui yi zhong yun
不能成一事,不能成一事,1,bu neng cheng yi shi
洞庭秋水远连天,洞庭秋水遠連天,1,dong ting qiu shui yuan lian tian
直到门前溪水流,直到門前溪水流,1,zhi dao men qian xi shui liu
翠帷双卷出倾城,翠帷雙卷出傾城,1,cui wei shuang juan chu qing cheng
今岁仍逢大有年,今歲仍逢大有年,1,jin sui reng feng da you nian
而况利害之端乎,而況利害之端乎,1,er kuang li hai zhi duan hu
鲁人为长府,魯人爲長府,1,lu ren wei zhang fu
出谷日尚早,出穀日尚早,1,chu gu ri shang zao
蝉声未发前,蟬聲未發前,1,chan sheng wei fa qian
脍切天池鳞,膾切天池鱗,1,kuai qie tian chi lin
九重泉底龙知无,九重泉底龍知無,1,jiu zhong quan di long zhi wu
我闻琵琶已叹息,我聞琵琶已嘆息,1,wo wen pi pa yi tan xi
呈集贤诸学士,呈集賢諸學士,1,cheng ji xian zhu xue shi
若共吴王斗百草,若共吳王鬥百草,1,ruo gong wu wang dou bai cao
不吾知其亦已兮,不吾知其亦已兮,1,bu wu zhi qi yi yi xi
自古有羁旅,自古有羈旅,1,zi gu you ji lv
栩栩然胡蝶也,栩栩然胡蝶也,1,xu xu ran hu die ye
放歌颇愁绝,放歌頗愁絕,1,fang ge po chou jue
莫待晓风吹,莫待曉風吹,1,mo dai xiao feng chui
钟鼓楼中刻漏长,鐘鼓樓中刻漏長,1,zhong gu lou zhong ke lou zhang
春风吹酒熟,春風吹酒熟,1,chun feng chui jiu shu
头白好归来,頭白好歸來,1,tou bai hao gui lai
幽独抵归山,幽獨抵歸山,1,you du di gui shan
流波激清响,流波激清響,1,liu bo ji qing xiang
手栽荔子待我归,手栽荔子待我歸,1,shou zai li zi dai wo gui
纱窗几度春光暮,紗窗幾度春光暮,1,sha chuang ji du chun guang mu
不得顾采薇,不得顧采薇,1,bu de gu cai wei
汀草岸花浑不见,汀草岸花渾不見,1,ting cao an hua hun bu jian
门听长者车,門聽長者車,1,men ting zhang zhe che
为营步步嗟何及,爲營步步嗟何及,1,wei ying bu bu jie he ji
风细柳斜斜,風細柳斜斜,1,feng xi liu xie xie
江头宫殿锁千门,江頭宮殿鎖千門,1,jiang tou gong dian suo qian men
夕阳忧子孙,夕陽憂子孫,1,xi yang you zi sun
平生多感慨,平生多感慨,1,ping sheng duo gan kai
曾无黄石公,曾無黃石公,1,ceng wu huang shi gong
潭澄羡跃鱼,潭澄羨躍魚,1,tan cheng xian yue yu
愿托华池边,願託華池邊,1,yuan tuo hua chi bian
谁知苍翠容,誰知蒼翠容,1,shui zhi cang cui rong
常时低头诵经史,常時低頭誦經史,1,chang shi di tou song jing shi
麦熟村村捣麦香,麥熟村村搗麥香,1,mai shu cun cun dao mai xiang
月明移舟去,月明移舟去,1,yue ming yi zhou qu
作万般幽怨,作萬般幽怨,1,zuo wan ban you yuan
始乎适而未尝不适者,始乎適而未嘗不適者,1,shi hu shi er wei chang bu shi zhe
日暮客愁新,日暮客愁新,1,ri mu ke chou xin
鱼羹稻饭常餐也,魚羹稻飯常餐也,1,yu geng dao fan chang can ye
千刀当剐唐僧肉,千刀當剮唐僧肉,1,qian dao dang gua tang seng rou
长江万里清,長江萬里清,1,chang jiang wan li qing
桂华秋皎洁,桂華秋皎潔,1,gui hua qiu jiao jie
沛公旦日从百余骑来见项王,沛公旦日從百餘騎來見項王,1,pei gong dan ri cong bai yu qi lai jian xiang wang
公去我来墩属我,公去我來墩屬我,1,gong qu wo lai dun shu wo
仰看白云天茫茫,仰看白雲天茫茫,1,yang kan bai yun tian mang mang
横空隐隐层霄,橫空隱隱層霄,1,heng kong yin yin ceng xiao
春初早被相思染,春初早被相思染,1,chun chu zao bei xiang si ran
草诏陆贽倾诸公,草詔陸贄傾諸公,1,cao zhao lu zhi qing zhu gong
封书寄与泪潺湲,封書寄與淚潺湲,1,feng shu ji yu lei chan yuan
横溃豁中国,橫潰豁中國,1,heng kui huo zhong guo
然士或怯懦而不敢发,然士或怯懦而不敢發,1,ran shi huo qie nuo er bu gan fa
君今往死地,君今往死地,1,jun jin wang si di
洛水桥边春日斜,洛水橋邊春日斜,1,luo shui qiao bian chun ri xie
力去陈言夸末俗,力去陳言誇末俗,1,li qu chen yan kua mo su
巫山神女庙,巫山神女廟,1,wu shan shen nv miao
君有丈夫泪,君有丈夫淚,1,jun you zhang fu lei
挟弹章台左,挾彈章臺左,1,xie dan zhang tai zuo
云弄竹溪月,雲弄竹溪月,1,yun nong zhu xi yue
老夫转不乐,老夫轉不樂,1,lao fu zhuan bu le
向暮春风杨柳丝,向暮春風楊柳絲,1,xiang mu chun feng yang liu si
楚王疑忠臣,楚王疑忠臣,1,chu wang yi zhong chen
三日开瓮香满城,三日開甕香滿城,1,san ri kai weng xiang man cheng
幕府旧烟青,幕府舊煙青,1,mu fu jiu yan qing
江天涵清虚,江天涵清虛,1,jiang tian han qing xu
一别武功去,一別武功去,1,yi bie wu gong qu
但令归有日,但令歸有日,1,dan ling gui you ri
以长得其用,以長得其用,1,yi zhang de qi yong
自清凉无汗,自清涼無汗,1,zi qing liang wu han
相思不惜梦,相思不惜夢,1,xiang si bu xi meng
两美其必合兮,兩美其必合兮,1,liang mei qi bi he xi
贼义者谓之残,賊義者謂之殘,1,zei yi zhe wei zhi can
早秋惊落叶,早秋驚落葉,1,zao qiu jing luo ye
而使其自己也,而使其自己也,1,er shi qi zi ji ye
同作逐臣君更远,同作逐臣君更遠,1,tong zuo zhu chen jun geng yuan
还如何逊在扬州,還如何遜在揚州,1,hai ru he xun zai yang zhou
性短非所续,性短非所續,1,xing duan fei suo xu
微风襟袖知,微風襟袖知,1,wei feng jin xiu zhi
大业末年春暮月,大業末年春暮月,1,da ye mo nian chun mu yue
人间行路难,人間行路難,1,ren jian xing lu nan
唯展宅图看,唯展宅圖看,1,wei zhan zhai tu kan
笔架沾窗雨,筆架沾窗雨,1,bi jia zhan chuang yu
一夜到江涨,一夜到江漲,1,yi ye dao jiang zhang
午窗睡起莺声巧,午窗睡起鶯聲巧,1,wu chuang shui qi ying sheng qiao
玄晏舞狂乌帽落,玄晏舞狂烏帽落,1,xuan yan wu kuang wu mao luo
